name,lat,lon,staff_email_domain,website,street,postcode,city,state
St.-Antonius-Hospital gGmbH Eschweiler,50.8184661,6.2642569,sah-eschweiler.de,www.sah-eschweiler.de,Dechant-Deckers-Straße,52249,"Eschweiler, Rheinland",Nordrhein-Westfalen
AWO Fachkrankenhaus Jerichow,51.9041114,11.7681742,awo-sachsenanhalt.de,www.awo-sachsenanhalt.de/,Kirchhofstraße,39288,Burg bei Magdeburg,Sachsen-Anhalt
Krankenhaus St. Barbara Schwandorf,49.3162602,12.1139443,barmherzige-schwandorf.de,www.barmherzige-schwandorf.de,Steinberger Str.,92421,Schwandorf,Bayern
LVR-Klinik Viersen,51.2911266,6.3550015,lvr.de,www.klinik-viersen.lvr.de,Vom-Bruck-Platz,47805,Krefeld,Nordrhein-Westfalen
Universitätsklinikum Magdeburg,52.129445,11.6177219,ovgu.de,www.med.uni-magdeburg.de,Gerhart-Hauptmann-Straße,39108,Magdeburg,Sachsen-Anhalt
LVR-Klinik Mönchengladbach,51.1712076,6.4372446,lvr.de,www.klinik-moenchengladbach.lvr.de,Heinrich-Pesch-Straße,41239,Mönchengladbach,Nordrhein-Westfalen
Kliniken des Landkreises Lörrach,47.6143421,7.6583697,klinloe.de,www.klinloe.de,Feldbergstraße,79539,Lörrach,Baden-Württemberg
AKK Altonaer Kinderkrankenhaus gGmbH,53.5521531,9.9130178,kinderkrankenhaus.net,www.kinderkrankenhaus.net/,Bleickenallee,22763,Hamburg,Hamburg
Gemeinschaftsklinikum Mittelrhein gGmbH,50.3561716,7.565562,gk.de,www.gk.de,Johannes-Müller-Straße,56068,Koblenz,Rheinland-Pfalz
DIAKOVERE Annastift,52.3707439,9.8098058,diakovere.de,www.diakovere.de,Anna-von-Borries-Straße,30625,Hannover,Niedersachsen
MEDIAN Klinik Odenwald - Fachkrankenhaus,49.8309063,9.0155212,median-kliniken.de,www.median-kliniken.de/de/median-klinik-odenwald-fachkrankenhaus,Ernst-Ludwig-Straße,64747,Breuberg,Hessen
Klinikum Lippe GmbH,51.9412451,8.8797905,klinikum-lippe.de,www.klinikum-lippe.de,Röntgenstraße,32756,Detmold,Nordrhein-Westfalen
Städtisches Klinikum Dessau,51.8373598,12.2265922,klinikum-dessau.de,www.klinikum-dessau.de,Auenweg,06847,Dessau-Roßlau,Sachsen-Anhalt
ASKLEPIOS Klinik Sankt Augustin GmbH,50.7755886,7.1816343,asklepios.com,www.asklepios.com/sankt-augustin,Arnold-Janssen-Straße,53757,Sankt Augustin,Nordrhein-Westfalen
Vivantes Komfortklinik GmbH,52.4620771,13.3465501,vivantes.de,www.vivantes.de,Aroser Allee,13437,Berlin,Berlin
Klinikum Dortmund gGmbH,51.5083612,7.4574824,klinikumdo.de,www.klinikumdo.de,Beurhausstraße,44137,Dortmund,Nordrhein-Westfalen
DRK Krankenhaus Chemnitz-Rabenstein,50.8208895,12.8250637,drk-khs.de,rab.drk-khs.de,Unritzstr.,09117,Chemnitz,Sachsen
Gemeinschaftskrankenhaus Herdecke,51.4111022,7.3989687,gemeinschaftskrankenhaus.de,www.gemeinschaftskrankenhaus.de,Gerhard-Kienle-Weg,58313,"Herdecke, Ruhr",Nordrhein-Westfalen
ASKLEPIOS Klinik Barmbek,53.6065667,10.0367453,asklepios.com,www.asklepios.com/hamburg/barmbek/,Rübenkamp,22307,Hamburg,Hamburg
m&i-Fachklinik Bad Liebenstein,50.8139394,10.3539811,fachklinik-bad-liebenstein.de,www.fachklinik-bad-liebenstein.de,Kurpromenade,36448,Bad Liebenstein,Thüringen
Schön Klinik Rendsburg-Eckernförde SE & Co. KG,54.2972507,9.6575501,schoen-klinik.de,www.schoen-klinik.de/rendsburg,Lilienstraße,24768,Rendsburg,Schleswig-Holstein
Rhein-Maas Klinikum GmbH,50.8146199,6.14266,rheinmaasklinikum.de,www.rheinmaasklinikum.de,Mauerfeldchen,52146,Würselen,Nordrhein-Westfalen
Universitätsmedizin Rostock,54.0900578,12.1200091,uni-rostock.de,www.med.uni-rostock.de,Gehlsheimer Straße,18147,Rostock,Mecklenburg-Vorpommern
KMG Klinikum Luckenwalde,53.148881,12.1692118,kmg-kliniken.de,www.kmg-kliniken.de/kmg-klinikum-luckenwalde,Saarstraße,14943,Luckenwalde,Brandenburg
Universitätsmedizin Rostock,54.1013841,12.1332011,uni-rostock.de,www.med.uni-rostock.de,Gehlsheimer Straße,18147,Rostock,Mecklenburg-Vorpommern
LVR-Klinik Düren,50.8169127,6.4829758,lvr.de,www.klinik-dueren.lvr.de,Meckerstraße,52353,"Düren, Rheinland",Nordrhein-Westfalen
Universitätsmedizin Rostock,54.0842389,12.1014314,uni-rostock.de,www.med.uni-rostock.de,Gehlsheimer Straße,18147,Rostock,Mecklenburg-Vorpommern
Universitätsmedizin Rostock,54.0902862,12.1197286,uni-rostock.de,www.med.uni-rostock.de,Gehlsheimer Straße,18147,Rostock,Mecklenburg-Vorpommern
Krankenhaus Düren gGmbH,50.8081304,6.4978276,krankenhaus-dueren.de,www.krankenhaus-dueren.de,Roonstr.,52351,"Düren, Rheinland",Nordrhein-Westfalen
Benedictus Krankenhaus Tutzing GmbH & Co. KG,47.9070289,11.2766051,krankenhaus-tutzing.de,www.krankenhaus-tutzing.de,Bahnhofstr.,82327,Tutzing,Bayern
MEDIAN Klinik Berus,52.1991657,8.7907481,median-kliniken.de,https://www.median-kliniken.de/de/median-zentrum-berus/,Orannastraße,66802,Überherrn-Berus,Saarland
Johanniter - Klinik für Geriatrie Geesthacht,52.1995132,8.7890577,johanniter.de,www.johanniter.de/johanniter-kliniken/,Johannes-Ritter-Straße,21502,Geesthacht,Schleswig-Holstein
ASKLEPIOS Klinik Parchim,53.9217282,10.6996153,asklepios.com,www.asklepios.com,John-Brinckmann-Straße,19370,Parchim,Mecklenburg-Vorpommern
MEDIAN Klinik NRZ Wiesbaden,50.091484,8.2662392,median-kliniken.de,www.median-kliniken.de/de/median-klinik-nrz-wiesbaden,Aukammallee,65191,Wiesbaden,Hessen
Universitätsklinikum Erlangen,49.5983319,11.0143043,uk-erlangen.de,www.uk-erlangen.de,Maximiliansplatz,91054,Erlangen,Bayern
Klinikum Landau-Südliche Weinstraße,49.205821,8.1040769,klinikum-ld-suew.de,www.klinikum-ld-suew.de,Bodelschwinghstraße,76829,Landau in der Pfalz,Rheinland-Pfalz
Niels-Stensen-Kliniken St. Vinzenz-Hospital Haselünne,52.2702301,8.0537541,niels-stensen-kliniken.de,www.krankenhaus-haseluenne.de,Hammer Straße,49740,Haselünne,Niedersachsen
Diakonie Krankenhaus Kirn,49.7945675,7.455733,kreuznacherdiakonie.de,www.kreuznacherdiakonie.de,Jahnstraße,55606,Kirn,Rheinland-Pfalz
Thoraxklinik Heidelberg,49.4089796,8.6905265,uni-heidelberg.de,www.thoraxklinik-heidelberg.de,Röntgenstraße,69126,Heidelberg,Baden-Württemberg
Bezirksklinikum Ansbach,49.2937963,10.5508941,bezirkskliniken-mfr.de,www.bezirksklinikum-ansbach.de,Feuchtwanger Str.,91522,Ansbach,Bayern
St. Josefskrankenhaus Freiburg,47.9829574,7.8398958,rkk-klinikum.de,www.rkk-sjk.de,Sautierstraße,79104,Freiburg,Baden-Württemberg
"Oberlausitz-Kliniken GmbH, Krankenhaus Bischofswerda",51.1361328,14.1785653,oberlausitz-kliniken.de,www.oberlausitz-kliniken.de/kliniken-bereiche/krankenhaus-bischofswerda/,Kamenzer Str.,01877,Bischofswerda,Sachsen
Helios Klinikum Bad Saarow,52.1544926,10.3180927,helios-kliniken.de,www.helios-kliniken.de,Pieskower Straße,15526,Bad Saarow,Brandenburg
Ilm-Kreis-Kliniken Arnstadt-Ilmenau gGmbH,50.6787084,10.9176093,ilm-kreis-kliniken.de,www.ilm-kreis-kliniken.de,Oehrenstöcker Straße,98693,Ilmenau,Thüringen
Marienhospital Stuttgart,51.7179384,8.7593034,vincenz.de,www.marienhospital-stuttgart.de,Böheimstraße,70199,Stuttgart,Baden-Württemberg
Brüderkrankenhaus St. Josef Paderborn,51.7104939,8.7593553,bk-paderborn.de,www.bk-paderborn.de,Husener Str.,33098,Paderborn,Nordrhein-Westfalen
Waldburg-Zeil Kliniken GmbH & Co. Rheumaklinik KG,47.5912573,11.0757529,klinik-oberammergau.de,www.klinik-oberammergau.de,Hubertusstr.,82487,Oberammergau,Bayern
St. Johannisstift Ev. Krankenhaus Paderborn gGmbH,51.7229357,8.7466193,johannisstift.de,www.johannisstift.de,Reumontstraße,33102,Paderborn,Nordrhein-Westfalen
Johannes Wesling Klinikum Minden,52.2612497,8.8889772,muehlenkreiskliniken.de,www.muehlenkreiskliniken.de,Hans-Nolte-Straße,32429,"Minden, Westfalen",Nordrhein-Westfalen
Helios Klinik Müllheim,50.0873694,8.2746649,helios-gesundheit.de,www.helios-gesundheit.de,Heliosweg,79379,Müllheim,Baden-Württemberg
"AMEOS Klinika Neustadt, Lübeck und Eutin",54.1049743,10.7947738,ameos.eu,www.ameos.eu/neustadt-in-holstein/,Wiesenhof,23730,Neustadt in Holstein,Schleswig-Holstein
ASKLEPIOS Fachklinikum Brandenburg,52.4230806,12.4800832,asklepios.com,www.lk-brandenburg.brandenburg.de,Anton-Saefkow Allee,14772,Brandenburg an der Havel,Brandenburg
Universitätsklinikum Brandenburg an der Havel GmbH,52.413799,12.5460727,klinikum-brandenburg.de,www.klinikum-brandenburg.de,Hochstr.,14770,Brandenburg an der Havel,Brandenburg
Psychiatrische Klinik Lüneburg gemeinnützige GmbH,53.2547977,10.3827527,lueneburg.de,www.pk.lueneburg.de,Am Wienebütteler Weg,21339,Lüneburg,Niedersachsen
"Furtbachkrankenhaus, Klinik für Psychiatrie und Psychotherapie",48.7703861,9.1716672,fbkh.org,www.fbkh.org,Furtbachstraße,70178,Stuttgart,Baden-Württemberg
Westpfalz-Klinikum,49.4414066,7.7563994,westpfalz-klinikum.de,www.westpfalz-klinikum.de,Hellmut-Hartert-Straße,67655,Kaiserslautern,Rheinland-Pfalz
DRK-Krankenhaus Mecklenburg-Strelitz gGmbH,53.3802546,13.0525352,drkmst.de,www.drk-kh-mv.de,Penzliner Str.,17235,Neustrelitz,Mecklenburg-Vorpommern
m&i-Fachklinik Herzogenaurach,49.577045,10.8696715,fachklinik-herzogenaurach.de,www.fachklinik-herzogenaurach.de,In der Reuth,91074,Herzogenaurach,Bayern
St. Johannes-Hospital,53.3920093,8.1398593,krankenhaus-varel.de,www.krankenhaus-varel.de,Bleichenpfad,26316,"Varel, Jadebusen",Niedersachsen
Paracelsus Klinik am Silbersee,50.7223559,12.4715842,paracelsus-kliniken.de,www.paracelsus-kliniken.de,Oertzeweg,30851,Langenhagen,Niedersachsen
Paracelsus-Klinik Bremen GmbH,51.2544319,6.7595047,paracelsus-kliniken.de,www.paracelsus-kliniken.de/bremen.html,In der Vahr,28329,Bremen,Bremen
Universitätsklinikum Mannheim,49.492365,8.4875557,umm.de,www.w2.umm.de,Theodor-Kutzer-Ufer,68167,Mannheim,Baden-Württemberg
Helios Klinikum Aue GmbH,50.5923528,12.7165337,helios-gesundheit.de,www.helios-kliniken.de/klinik/aue,Gartenstr.,08280,Aue,Sachsen
Klinik Hohe Mark,50.2113353,8.5306464,hohemark.de,www.hohemark.de,Friedländerstraße,61440,Oberursel,Hessen
Sana Klinikum Lichtenberg,52.5133024,13.4954295,sana-kl.de,www.sana-kl.de,Fanningerstraße,10365,Berlin,Berlin
Helios Kliniken Kassel,51.3114072,9.4546822,helios-gesundheit.de,www.helios-gesundheit.de/kliniken/kassel/,Hansteinstraße,34121,Kassel,Hessen
Mauritius Therapieklinik gGmbH,51.2795469,6.6277459,stmtk.de,www.stmtk.de,Strümper Straße,40670,Meerbusch,Nordrhein-Westfalen
St. Josef-Stift Sendenhorst,51.8414284,7.8211426,st-josef-stift.de,www.st-josef-stift.de,Westtor,48324,Sendenhorst,Nordrhein-Westfalen
Gesundheit Nord gGmbH Klinikverbund Bremen Standort Klinikum Bremen-Mitte,53.074096,8.8391405,gesundheitnord.de,www.gesundheitnord.de,Sankt-Jürgen-Straße,28205,Bremen,Bremen
Verbundkrankenhaus Bernkastel-Wittlich,50.0001647,6.8921278,verbund-krankenhaus.de,www.verbund-krankenhaus.de,Karl Binz Weg,54470,Bernkastel-Kues,Rheinland-Pfalz
Vivantes Netzwerk für Gesundheit GmbH,52.4590155,13.3902159,vivantes.de,www.vivantes.de,Wenckebachstraße,12099,Berlin,Berlin
Dominikus-Krankenhaus Berlin,52.624691,13.293987,dominikus-berlin.de,www.dominikus-berlin.de,Kurhausstraße,13467,Berlin,Berlin
Migräne- und Kopfschmerzklinik Königstein,50.1865419,8.4561164,migraene-klinik.de,www.migraene-klinik.de,Ölmühlweg,61462,Königstein,Hessen
SKH Großschweidnitz,51.0741916,14.643814,sachsen.de,www.skh-grossschweidnitz.sachsen.de,Dr.-Max-Krell-Park,02708,Großschweidnitz,Sachsen
Kreisklinik Ebersberg gGmbH,48.0763015,11.9604668,klinik-ebe.de,www.klinik-ebe.de,Pfarrer-Guggetzer-Str.,85560,Ebersberg,Bayern
DIAKOVERE Henriettenstift,52.3634111,9.8285557,diakovere.de,www.diakovere.de,Marienstraße,30171,Hannover,Niedersachsen
Krankenhaus St. Josef,50.0471713,10.2267527,josef.de,www.josef.de,Ludwigstr.,97421,Schweinfurt,Bayern
LVR-Klinik Düren,51.7596012,6.1816625,lvr.de,www.klinik-dueren.lvr.de,Roentgenweg,52477,Alsdorf,Nordrhein-Westfalen
REGIOMED Klinikum Sonneberg/Neuhaus,50.3539763,11.162693,regiomed-kliniken.de,www.regiomed-kliniken.de,Neustadter Straße,96515,Sonneberg,Thüringen
Israelitisches Krankenhaus Hamburg,53.6058096,9.9913652,ik-h.de,www.ik-h.de,Orchideenstieg,22297,Hamburg,Hamburg
Wilhelmsburger Krankenhaus Groß-Sand,53.5037044,9.9863014,gross-sand.de,www.gross-sand.de/de/,Groß-Sand,21107,Hamburg,Hamburg
Helios Klinikum München West,54.5250832,9.5663476,helios-kliniken.de,www.helios-kliniken.de/muenchen-west,Steinerweg,81241,München,Bayern
KRH-Klinikum Großburgwedel,52.4963677,9.8620387,krh.eu,www.krh.eu,Fuhrberger Straße,30938,Burgwedel,Niedersachsen
Klinikum Dahme-Spreewald GmbH,51.9442037,13.8747771,klinikum-ds.de,www.spreewaldklinik.de,Schillerstraße,15907,Lübben (Spreewald),Brandenburg
Klinikum am Weissenhof,49.1382951,9.231798,klinikum-weissenhof.de,www.klinikum-weissenhof.de,Harteneckstraße,71640,Ludwigsburg,Baden-Württemberg
Stadtklinik Frankenthal,49.5427524,8.3311728,skh-ft.de,www.skh-ft.de,Elsa-Brändström-Straße,67227,Frankenthal (Pfalz),Rheinland-Pfalz
Vinzenzkrankenhaus,52.3583668,9.8147936,vinzenzkrankenhaus.de,www.vinzenzkrankenhaus.de,Lange-Feld-Straße,30559,Hannover,Niedersachsen
Elisabeth-Krankenhaus Kassel GmbH,51.3099596,9.4919159,elisabeth-krankenhaus-kassel.de,www.elisabeth-krankenhaus-kassel.de,Weinbergstraße,34117,Kassel,Hessen
Regio Kliniken GmbH,53.7525837,9.6820928,sana.de,www.sana.de/regiokliniken,Agnes-Karll-Allee,25337,Elmshorn,Schleswig-Holstein
Helios Fachkliniken Hildburghausen GmbH,50.4251195,10.7419977,helios-gesundheit.de,www.helios-gesundheit.de/kliniken/hildburghausen-fachkliniken/,Eisfelder Straße,98646,Hildburghausen,Thüringen
DIAKOVERE Friederikenstift,52.3711545,9.7246093,diakovere.de,www.diakovere.de,Humboldtstraße,30169,Hannover,Niedersachsen
St. Josefs-Hospital Wiesbaden,50.0764411,8.2544536,joho.de,www.joho.de,Beethovenstraße,65189,Wiesbaden,Hessen
St. Josef Krankenhaus Moers,51.5415036,6.6082167,st-josef-moers.de,www.st-josef-moers.de,Orsoyer Straße,47495,Rheinberg,Nordrhein-Westfalen
Klinikum am Gesundbrunnen,49.1532797,9.19082,slk-kliniken.de,www.slk-kliniken.de,Am Gesundbrunnen,74078,Heilbronn,Baden-Württemberg
Helios Kliniken Mittelweser GmbH Klinik Nienburg,52.6354926,9.2244519,helios-gesundheit.de,www.helios-gesundheit.de,Ziegelkampstraße,31582,Nienburg,Niedersachsen
Helios Klinik Lengerich,48.102096,11.6293096,helios-gesundheit.de,www.helios-gesundheit.de/kliniken/lengerich,Martin-Luther-Straße,49525,"Lengerich, Westfalen",Nordrhein-Westfalen
ASKLEPIOS Klinikum Harburg,53.4595927,9.9477502,asklepios.com,www.asklepios.com/hamburg/harburg/,Eißendorfer Pferdeweg,21075,Hamburg,Hamburg
Helios Klinikum Berlin-Buch,51.1260573,7.8975003,helios-kliniken.de,www.helios-kliniken.de/berlin,Schwanebecker Chaussee,13125,Berlin,Berlin
Helios Klinikum München West,48.8893019,8.713055,helios-kliniken.de,www.helios-kliniken.de/muenchen-west,Steinerweg,81241,München,Bayern
Donau-Ries Kliniken,48.8367871,10.499842,donkliniken.de,www.donkliniken.de,Stoffelsberg,86720,Nördlingen,Bayern
Evangelisches Krankenhaus Witten gGmbH,51.4459545,7.3439016,evk-witten.de,www.evk-witten.de,Pferdebachstraße,58455,Witten,Nordrhein-Westfalen
Helios Klinikum Bad Saarow,48.0310286,7.5858317,helios-kliniken.de,www.helios-kliniken.de,Pieskower Straße,15526,Bad Saarow,Brandenburg
ASKLEPIOS Harzklinik Goslar,51.9278474,10.4428702,asklepios.com,www.asklepios.com,Kösliner Straße,38642,Goslar,Niedersachsen
VAMED Klinik Bad Berleburg,52.0734351,10.010782,vamed-gesundheit.de,www.vamed-gesundheit.de/kliniken/bad-berleburg,An der Gontardslust,57319,Bad Berleburg,Nordrhein-Westfalen
MEDIAN Klinik Bad Tennstedt,52.07375,10.0126957,median-kliniken.de,www.median-kliniken.de/de/median-klinik-bad-tennstedt,Badeweg,99955,Bad Tennstedt,Thüringen
Krankenhaus Martha-Maria,49.4818066,11.1365651,martha-maria.de,www.martha-maria.de,Stadenstr.,90491,Nürnberg,Bayern
Luisenhospital Aachen,50.7676232,6.0764444,luisenhospital.de,www.luisenhospital.de,Boxgraben,52064,Aachen,Nordrhein-Westfalen
ASKLEPIOS Fachklinikum Lübben,51.9358187,13.8867778,asklepios.com,www.asklepios.com,Luckauer Straße,15907,Lübben (Spreewald),Brandenburg
Helios Klinikum Meiningen GmbH,50.5576351,10.3970282,helios-gesundheit.de,www.helios-gesundheit.de/kliniken/meiningen/,Bergstraße,98617,Meiningen,Thüringen
Marienhospital Aachen GmbH,50.7626072,6.0948822,marienhospital.de,www.marienhospital.de,Zeise,52066,Aachen,Nordrhein-Westfalen
Hunsrück Klinik,49.980508,7.5174576,kreuznacherdiakonie.de,www.hunsrueckklinik.de,Holzbacher Straße,55469,"Simmern, Hunsrück",Rheinland-Pfalz
Herz-Jesu-Krankenhaus Dernbach,50.4529747,7.7856144,krankenhaus-dernbach.de,www.krankenhaus-dernbach.de,Südring,56428,Dernbach (Westerwald),Rheinland-Pfalz
Herz- und Diabeteszentrum Nordrhein-Westfalen,52.1921497,8.7952165,hdz-nrw.de,www.hdz-nrw.de,Georgstr.,32545,Bad Oeynhausen,Nordrhein-Westfalen
Städtische Klinikum Karlsruhe,49.0118897,8.3803361,klinikum-karlsruhe.de,www.klinikum-karlsruhe.de,Moltkestraße,76133,Karlsruhe,Baden-Württemberg
"Katholische Kliniken im Märkischen Kreis, Iserlohn",51.3796535,7.6907257,kkimk.de,www.kkimk.de,Hochstraße,58638,Iserlohn,Nordrhein-Westfalen
gKU Wertachkliniken Wertachklinik Bobingen,48.2812909,10.8224893,wertachkliniken.de,www.wertachkliniken.de,Wertachstr.,86399,Bobingen,Bayern
SRH Klinikum Naumburg,51.0307959,12.1593894,klinikum-burgenlandkreis.de,www.klinikum-burgenlandkreis.de,Lindenring,06712,Zeitz,Sachsen-Anhalt
Klinik Diepholz,52.6107025,8.3763261,kliniken-lkd.de,www.kliniken-lkd.de,Eschfeldstraße,49356,Diepholz,Niedersachsen
Klinikum Oberberg,51.0155028,7.5674969,klinikum-oberberg.de,www.klinikum-oberberg.de,Kaiserstraße,51643,Gummersbach,Nordrhein-Westfalen
"Muldentalkliniken, Standort Wurzen",51.3789686,12.7323531,kh-muldental.de,www.kh-muldental.de/,Kutusowstr.,04808,Wurzen,Sachsen
Rommel-Klinik,48.7477428,8.5455201,rommel-klinik.de,www.rommel-klinik.de,Bätznerstraße,75323,Bad Wildbad im Schwarzwald,Baden-Württemberg
Elisabeth-Klinik gGmbH,51.3568243,8.47311,elisabeth-klinik.de,www.elisabeth-klinik.de,Heinrich-Sommer-Straße,59939,Olsberg,Nordrhein-Westfalen
Dreifaltigkeits-Hospital gGmbH,51.6730396,8.3383455,dreifaltigkeits-hospital.de,www.dreifaltigkeits-hospital.de,Klosterstraße,59555,Lippstadt,Nordrhein-Westfalen
Kliniken Schmieder Heidelberg (Akutklinik),49.3953953,8.7086102,kliniken-schmieder.de,www.kliniken-schmieder.de,Speyererhof,69117,Heidelberg,Baden-Württemberg
AMEOS Klinikum Haldensleben,52.2855412,11.3769246,ameos.eu,www.ameos.eu/standorte/ameos-ost/haldensleben/ameos-klinikum-haldensleben/,Kiefholzstraße,39340,Haldensleben,Sachsen-Anhalt
Klinikum Stadt Soest gGmbH,51.5655545,8.0775502,klinikumstadtsoest.de,www.klinikumstadtsoest.de,Senator-Schwartz-Ring,59494,"Soest, Westfalen",Nordrhein-Westfalen
SALUS gGmbH Fachklinikum Uchtspringe,52.5353131,11.5957921,salus-lsa.de,www.salus-lsa.de,Emil-Kraepelin-Straße,39576,Stendal,Sachsen-Anhalt
OsteMed Klinik Bremervörde,53.4712107,9.1352767,ostemed.de,www.ostemed.de,Gnarrenburger Straße,27432,Bremervörde,Niedersachsen
Klinikum Leer gGmbH,53.2358311,7.4582025,klinikum-leer.de,www.klinikum-leer.de,Augustenstraße,26789,Leer,Niedersachsen
Niels-Stensen-Kliniken Bramsche,52.408985,7.9860891,niels-stensen-kliniken.de,www.niels-stensen-kliniken.de,Hasestraße,49565,"Bramsche, Hase",Niedersachsen
Klinikum am Plattenwald,49.2117124,9.2371254,slk-kliniken.de,www.slk-kliniken.de,Am Plattenwald,74177,Bad Friedrichshall,Baden-Württemberg
ASKLEPIOS Kliniken Schildautal Seesen,51.8830065,10.2162063,asklepios.com,www.asklepios.com,Karl-Herold-Straße,38723,Seesen,Niedersachsen
Klinikum Heidenheim,48.6728848,10.1402641,kliniken-heidenheim.de,www.kliniken-heidenheim.de,Schloßhaustraße,89522,Heidenheim an der Brenz,Baden-Württemberg
Helios Spital Überlingen,51.3524293,6.6481433,helios-gesundheit.de,www.helios-gesundheit.de,Härlenweg,88662,Überlingen,Baden-Württemberg
Helios Klinik Leezen GmbH,53.6603217,11.4908986,helios-gesundheit.de,www.helios-gesundheit.de,Wittgensteiner Platz,19067,Leezen,Mecklenburg-Vorpommern
Einbecker Bürgerspital GmbH,51.8338789,9.8685914,einbecker-buergerspital.de,www.einbecker-buergerspital.de,Andershäuser Straße,37574,Einbeck,Niedersachsen
Kliniken im Theodor-Wenzel-Werk,52.4226335,13.2052083,tww-berlin.de,www.tww-berlin.de,Potsdamer Chaussee,14129,Berlin,Berlin
Krankenhaus zum Guten Hirten,49.4878476,8.3847325,guterhirte-ludwigshafen.de,www.guterhirte-ludwigshafen.de,Semmelweisstraße,67071,Ludwigshafen am Rhein,Rheinland-Pfalz
Helios Klinikum Niederberg,51.3504926,7.0116404,helios-gesundheit.de,www.helios-gesundheit.de/kliniken/niederberg,Südring,42579,Heiligenhaus,Nordrhein-Westfalen
Evangelische Klinikum Niederrhein gGmbH,51.558391,6.7302513,evkln.de,www.evkln.de,Fahrner Str.,47169,Duisburg,Nordrhein-Westfalen
Dr. von Ehrenwall´sche Klinik,50.539677,7.0914368,ehrenwall.de,www.ehrenwall.de,Walporzheimer Straße,53474,Bad Neuenahr-Ahrweiler,Rheinland-Pfalz
Augusta-Kranken-Anstalt gGmbH,51.4851446,7.2237617,augusta-kliniken.de,www.augusta-kliniken.de,Bergstr.,44791,Bochum,Nordrhein-Westfalen
Hessing Stiftung Orthopädische Fachkliniken,48.3399957,10.8662448,hessing-kliniken.de,www.hessing-stiftung.de,Hessingstr.,86199,Augsburg,Bayern
KRH-Klinikum Nordstadt,52.4936292,9.4660912,krh.de,www.krh.de,Haltenhoffstraße,30167,Hannover,Niedersachsen
Kliniken Schmieder Allensbach,47.715273,9.0834563,kliniken-schmieder.de,www.kliniken-Schmieder.de,Zum Tafelholz,78476,Allensbach,Baden-Württemberg
St. Elisabeth Krankenhaus Geilenkirchen,50.9657287,6.1237685,krankenhaus-geilenkirchen.de,www.krankenhaus-geilenkirchen.de,Martin-Heyden-Straße,52511,Geilenkirchen,Nordrhein-Westfalen
Klinikum Region Hannover GmbH Psychiatrie Langenhagen,52.4447989,9.7425755,krh.eu,www.krh.eu,Rohdehof,30853,Langenhagen,Niedersachsen
Klinikum Region Hannover GmbH Psychiatrie Langenhagen,52.4428733,9.7398248,krh.eu,www.krh.eu,Rohdehof,30853,Langenhagen,Niedersachsen
Kreiskrankenhaus des Vogelsbergkreises in Alsfeld,50.7630268,9.268783,kkh-alsfeld.de,www.kkh-alsfeld.de,Schwabenröder Straße,36304,Alsfeld,Hessen
Klinikverbund Allgäu gGmbH Klinik Kempten,47.7324861,10.3025829,klinikum-kempten.de,www.kv-keoa.de,Robert-Weixler-Str.,87439,Kempten (Allgäu),Bayern
Schön Klinik Neustadt,54.0903332,10.8291532,schoen-klinik.de,www.schoen-klinik.de/neustadt,Am Kiebitzberg,23730,Neustadt in Holstein,Schleswig-Holstein
Ubbo-Emmius-Klinik Aurich,53.4680486,7.4987328,u-e-k.de,www.u-e-k.de,Wallinghausener Straße,26603,Aurich (Ostfriesland),Niedersachsen
Kreiskliniken Kassel,51.4960055,9.3694127,kreisklinikenkassel.de,www.kreisklinikenkassel.de,Liebenauer Straße,34369,Hofgeismar,Hessen
Krankenhaus Eichhof,50.6303978,9.3913864,eichhof-online.de,www.eichhof-online.de,Eichhofstraße,36341,Lauterbach,Hessen
St. Marienkrankenhaus und St. Annastiftskrankenhaus Ludwigshafen,49.4633362,8.4310204,st-marienkrankenhaus.de,www.st-marienkrankenhaus.de,Karolina-Burger-Straße,67065,Ludwigshafen am Rhein,Rheinland-Pfalz
m&i-Fachklinik Bad Heilbrunn,47.7493784,11.4602813,fachklinik-bad-heilbrunn.de,www.fachklinik-bad-heilbrunn.de,Wörnerweg,83670,Bad Heilbrunn,Bayern
Klinikum Bremerhaven-Reinkenheide gGmbH,53.5377387,8.6365604,klinikum-bremerhaven.de,www.klinikum-bremerhaven.de,Postbrookstraße,27574,Bremerhaven,Bremen
ASKLEPIOS Klinik Nord,53.6740744,10.0078292,asklepios.com,www.asklepios.com/hamburg/nord/,Langenhorner Chaussee,22419,Hamburg,Hamburg
Marien Hospital Düsseldorf GmbH,51.2359753,6.7855856,marien-hospital.de,www.marien-hospital.de,Rochusstraße,40479,Düsseldorf,Nordrhein-Westfalen
Universitätsmedizin Rostock,54.0854001,12.103483,uni-rostock.de,www.med.uni-rostock.de,Gehlsheimer Straße,18147,Rostock,Mecklenburg-Vorpommern
Klinikum Mittelbaden Baden-Baden Bühl,48.6646757,8.135317,klinikum-mittelbaden.de,www.klinikum-mittelbaden.de,Balger Straße,76532,Baden-Baden,Baden-Württemberg
ASKLEPIOS Harzklinik Bad Harzburg,51.885651,10.5759017,asklepios.com,www.asklepios.com,Ilsenburger Straße,38667,Bad Harzburg,Niedersachsen
Ökumenisches Hainich Klinikum gGmbH,51.2093503,10.4016343,oehk.de,www.oehk.de,Pfafferode,99974,Mühlhausen,Thüringen
